travel_id,travel_nm,traveler_id,travel_purpose,travel_start_ymd,travel_end_ymd,mvmn_nm,travel_persona,travel_mission,travel_mission_check
h_h003570,H01,h003570,22;23;4;5;7,2023-08-25,2023-08-31,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;4;5;7,7;6;5
h_h003571,H01,h003571,1;2;26;3;5,2023-08-15,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;26;3;5,22;26;1
h_h003572,H01,h003572,1;2;12;22;26;24,2023-08-14,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;12;22;26;24,22;12;24
h_h003576,H01,h003576,10;21;22;23;5,2023-08-26,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",10;21;22;23;5,5;10;26
h_h003578,H01,h003578,11;2;23,2023-09-02,2023-09-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",11;2;23,11;2;5
h_h003579,H01,h003579,2;5;7;21;22;23;26;24,2023-08-18,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;5;7;21;22;23;26;24,22;23;5
h_h003588,H01,h003588,21;22,2023-08-26,2023-08-29,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22,22;26;21
h_h003596,H01,h003596,23,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",23,23;6;2
h_h003599,H01,h003599,1;22;23;5,2023-08-22,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;23;5,1;22;23
h_h003614,H01,h003614,1;21;4;6,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;4;6,1;21;28
h_h003619,H01,h003619,2;22;26;28;4,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;26;28;4,6;22;28
h_h003627,H01,h003627,26;6;24;21;22;5,2023-08-23,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",26;6;24;21;22;5,10;21;26
h_h003629,H01,h003629,22;27;28;5,2023-08-15,2023-08-19,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;27;28;5,22;1;28
h_h003637,H01,h003637,21;22;23;24;26,2023-08-26,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;23;24;26,21;24;26
h_h003638,H01,h003638,22;24;26;27;5,2023-08-25,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;26;27;5,5;22;12
h_h003641,H01,h003641,22;23;26;5,2023-09-03,2023-09-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",22;23;26;5,23;22;5
h_h003642,H01,h003642,2;22;24;5;6,2023-08-17,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;24;5;6,5;6;22
h_h003653,H01,h003653,1;2;4;22;21;24;26;7,2023-08-20,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;2;4;22;21;24;26;7,2;21;9
h_h003654,H01,h003654,24;26;27;5;8,2023-08-15,2023-08-17,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",24;26;27;5;8,1;26;24
h_h003660,H01,h003660,11;2;21;22;26,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",11;2;21;22;26,2;27;6
h_h003671,H01,h003671,22;24;28;5,2023-08-21,2023-08-24,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;28;5,21;22;26
h_h003675,H01,h003675,1;21;22;27;4,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;27;4,1;21;22
h_h003684,H01,h003684,10;2;22;24;5,2023-08-27,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",10;2;22;24;5,5;10;22
h_h003692,H01,h003692,1;22;26;28;3,2023-08-23,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;22;26;28;3,3;26;22
h_h003702,H01,h003702,1;12;22;3;9,2023-09-10,2023-09-13,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;22;3;9,22;24;1
h_h003703,H01,h003703,2;22;24;26;6,2023-08-12,2023-08-16,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",2;22;24;26;6,2;11;22
h_h003717,H01,h003717,1;21;28;3;6,2023-09-02,2023-09-06,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",1;21;28;3;6,28;3;2
h_h003719,H01,h003719,1;2;22;28;5,2023-08-26,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;28;5,2;5;6
h_h003720,H01,h003720,2;22;24;4;5,2023-08-14,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;22;24;4;5,5;22;24
h_h003722,H01,h003722,21;4;8,2023-08-27,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",21;4;8,3;4;8
h_h003723,H01,h003723,2;22;26;5;6,2023-08-13,2023-08-17,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;26;5;6,2;22;9
h_h003724,H01,h003724,21;22;26;27,2023-08-21,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;26;27,22;27;26
h_h003726,H01,h003726,1;22;4;21;26,2023-08-28,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;4;21;26,22;21;26
h_h003727,H01,h003727,1;10;22;26;5,2023-08-21,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;10;22;26;5,5;4;1
h_h003729,H01,h003729,1;12;3;5;6,2023-08-23,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;3;5;6,1;6;22
h_h003731,H01,h003731,11;2;22;26;5,2023-08-18,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",11;2;22;26;5,5;24;22
h_h003738,H01,h003738,1;28;24;28;28;2;28;6;7;4,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;28;24;28;28;2;28;6;7;4,28;11;6
h_h003742,H01,h003742,22;26;2;5;6;11;23;12;26,2023-08-31,2023-09-05,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;26;2;5;6;11;23;12;26,2;6;22
h_h003744,H01,h003744,1;2;4;5;7,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;7,2;4;5
h_h003763,H01,h003763,1;2;21;22;4,2023-08-15,2023-08-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",1;2;21;22;4,23;6;27
h_h003774,H01,h003774,1;22;26;5,2023-08-23,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;26;5,1;5;22
h_h003778,H01,h003778,22;23;27;3;5,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;27;3;5,5;22;2
h_h003783,H01,h003783,22;26;28;5;7,2023-08-21,2023-08-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;26;28;5;7,22;26;21
h_h003789,H01,h003789,2;22;23;4;5,2023-08-19,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3대 동반 여행/일반미션",2;22;23;4;5,1;2;23
h_h003790,H01,h003790,11;22;23;28;5,2023-08-25,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",11;22;23;28;5,5;22;28
h_h003791,H01,h003791,26;5,2023-08-17,2023-08-21,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",26;5,23;22;5
h_h003808,H01,h003808,22;25;28;8,2023-08-19,2023-08-21,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;25;28;8,8;28;2
h_h003827,H01,h003827,2;3;4;6;10;21;23;22;24;26;28;27;1,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;3;4;6;10;21;23;22;24;26;28;27;1,22;26;1
h_h003842,H01,h003842,1;21;22;23;24,2023-08-25,2023-08-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;23;24,21;24;22
h_h003849,H01,h003849,1;23;24;27;5,2023-08-22,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;23;24;27;5,5;22;27
h_h003867,H01,h003867,5;26;22;28,2023-08-18,2023-08-21,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;26;22;28,22;26;5
h_h003871,H01,h003871,22;5;24,2023-08-15,2023-08-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;5;24,5;22;24
h_h003872,H01,h003872,21;22,2023-08-29,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22,21;22;26
h_h003876,H01,h003876,3;24;21;22;1,2023-08-17,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",3;24;21;22;1,24;3;13
h_h003880,H01,h003880,1;2;3;5;6,2023-09-05,2023-09-12,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",1;2;3;5;6,11;2;22
h_h003885,H01,h003885,1;2;6,2023-08-19,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;6,1;23;28
h_h003895,H01,h003895,5;7;6;22;28;21,2023-09-04,2023-09-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",5;7;6;22;28;21,28;5;22
h_h003906,H01,h003906,1;22;26,2023-08-26,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;26,1;22;26
h_h003920,H01,h003920,21;22;24;5;7,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;24;5;7,5;21;24
h_h003953,H01,h003953,22;23;5;6,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;5;6,5;22;23
h_h003959,H01,h003959,1;2;21;26;28,2023-08-16,2023-08-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;2;21;26;28,6;2;26
h_h003961,H01,h003961,21;23;22;1;5;6;2,2023-09-07,2023-09-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;23;22;1;5;6;2,23;22;21
h_h003978,H01,h003978,2;21;22;23;5,2023-08-23,2023-08-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;21;22;23;5,2;21;22
h_h003980,H01,h003980,2;21;23;24;6,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;21;23;24;6,6;23;24
h_h004032,H01,h004032,4;27;28;5;2;6;12;22;21;24;26;23,2023-08-28,2023-09-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",4;27;28;5;2;6;12;22;21;24;26;23,1;22;28
h_h004045,H01,h004045,21;5;12,2023-08-16,2023-08-18,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;5;12,6;21;5
h_h004055,H01,h004055,1;2;22;24;28,2023-08-27,2023-08-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;24;28,6;1;2
h_h004060,H01,h004060,10;2;21;6;8,2023-09-09,2023-09-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;21;6;8,22;21;24
h_h004063,H01,h004063,1;12;2;3;5,2023-09-02,2023-09-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;12;2;3;5,5;22;1
h_h004082,H01,h004082,1;21;22;23;28,2023-08-25,2023-08-27,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;23;28,22;28;5
h_h004099,H01,h004099,1;12;2;22;5,2023-08-17,2023-08-20,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;12;2;22;5,22;21;23
h_h004101,H01,h004101,22;23;24;27;12;26;28,2023-08-27,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",22;23;24;27;12;26;28,23;27;22
h_h004102,H01,h004102,1;2;4;5;7,2023-08-15,2023-08-17,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;2;4;5;7,21;23;2
h_h004105,H01,h004105,1;21;22;23;5,2023-08-17,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;21;22;23;5,23;22;2
h_h004106,H01,h004106,1;22;24;7,2023-08-17,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24;7,7;1;24
h_h004108,H01,h004108,23;24;26;27;5,2023-08-25,2023-08-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",23;24;26;27;5,1;5;22
h_h004109,H01,h004109,1;22;24;26;9,2023-08-19,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;24;26;9,28;5;21
h_h004118,H01,h004118,21;6;11;24;13;22,2023-09-03,2023-09-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;6;11;24;13;22,6;22;24
h_h004119,H01,h004119,1;2;3;5;6,2023-08-16,2023-08-19,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;3;5;6,5;4;22
h_h004124,H01,h004124,1;21;22;24;26,2023-08-20,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;21;22;24;26,24;22;26
h_h004133,H01,h004133,23;24;26;6;9,2023-08-28,2023-09-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",23;24;26;6;9,21;22;26
h_h004143,H01,h004143,22;27;21;7,2023-08-17,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;27;21;7,21;22;27
h_h004146,H01,h004146,1;2;4;5;9,2023-08-27,2023-08-31,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;9,5;2;1
h_h004150,H01,h004150,2;3;4;5;6,2023-08-29,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",2;3;4;5;6,2;6;5
h_h004154,H01,h004154,2;3;4;5;6,2023-08-17,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",2;3;4;5;6,2;22;6
h_h004163,H01,h004163,22;24;26;5,2023-08-19,2023-08-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;24;26;5,5;22;26
h_h004179,H01,h004179,1;22;23;26;5,2023-08-30,2023-09-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;22;23;26;5,1;22;26
h_h004184,H01,h004184,22;23;26;6,2023-08-22,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;26;6,23;22;26
h_h004193,H01,h004193,1;2;22;23;7,2023-08-17,2023-08-20,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;2;22;23;7,21;26;2
h_h004204,H01,h004204,2;22;23;26;27,2023-08-22,2023-08-25,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;22;23;26;27,4;2;24
h_h004206,H01,h004206,1;2;3;4;5,2023-08-21,2023-08-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;4;5,23;22;1
h_h004207,H01,h004207,10;12;2;24;26,2023-08-29,2023-09-02,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",10;12;2;24;26,2;22;24
h_h004208,H01,h004208,1;21;22;23;27,2023-08-31,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;21;22;23;27,23;21;22
h_h004211,H01,h004211,21;22;23;24;5,2023-08-31,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;23;24;5,22;23;21
h_h004215,H01,h004215,1;2;21;22;7,2023-09-04,2023-09-07,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;21;22;7,26;21;7
h_h004216,H01,h004216,1;21;28;3;5,2023-08-26,2023-08-30,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;28;3;5,21;5;1
h_h004218,H01,h004218,1;2;22;28,2023-08-24,2023-08-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;28,1;22;2
h_h004219,H01,h004219,1;2;22;4;6,2023-08-21,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;4;6,2;6;26
h_h004220,H01,h004220,10;22;23;26;7,2023-08-19,2023-08-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;22;23;26;7,22;2;7
h_h004223,H01,h004223,1;4;5;7;9,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;4;5;7;9,5;1;26
h_h004224,H01,h004224,12;22;5;6,2023-08-17,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",12;22;5;6,5;2;1
h_h004225,H01,h004225,1;2;21;4;6,2023-08-22,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;2;21;4;6,2;22;21
h_h004226,H01,h004226,1;22;26;5,2023-08-20,2023-08-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;22;26;5,22;26;1
h_h004233,H01,h004233,10;2;21;23;26,2023-08-30,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;21;23;26,1;2;23
h_h004234,H01,h004234,21;22;23;5,2023-08-19,2023-08-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22;23;5,5;22;23
h_h004242,H01,h004242,22;23;21,2023-08-18,2023-08-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;23;21,23;21;22
h_h004244,H01,h004244,23;5;28;21;22,2023-08-30,2023-09-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",23;5;28;21;22,5;23;2
h_h004251,H01,h004251,1;2;26;27;28,2023-08-17,2023-08-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;26;27;28,1;2;4
